ï»¿,1. TARGET,,,,,,,,,,,,,,,,,,,,,,
,,AGR, - ,-," 27,396 "," 18,843 "," 63,921 "," 59,366 "," 28,040 "," 12,014 "," 28,765 "," 3,099 "," 11,338 "," 6,174 "," 1,951 "," 61,619 "," 33,623 "," 328,754 ",,,,,
,,IND," 155,203 ",97%," 150,037 "," 121,256 "," 184,987 "," 120,490 "," 119,838 "," 135,468 "," 118,822 "," 188,012 "," 172,728 "," 149,784 "," 178,498 "," 159,215 "," 151,341 "," 1,800,440 ",,,175253,147960,122790
,,VUL, - ,-," 23,729 "," 19,591 "," 34,919 "," 26,245 "," 14,525 "," 18,588 "," 22,658 "," 36,091 "," 24,748 "," 29,799 "," 28,047 "," 16,203 "," 13,336 "," 284,750 ",,,,,
,(USD),Tube," 447,682 ",106%," 474,519 "," 391,282 "," 454,565 "," 350,964 "," 380,978 "," 448,397 "," 473,788 "," 581,851 "," 506,469 "," 544,343 "," 609,492 "," 512,453 "," 439,649 "," 5,694,230 ",,,561935,518315,326595
,,Flap," 72,171 ",124%," 89,502 "," 86,447 "," 81,977 "," 51,175 "," 70,458 "," 89,517 "," 87,314 "," 114,108 "," 92,720 "," 85,746 "," 114,211 "," 89,138 "," 111,209 "," 1,074,020 ",,,77427,67042,38258
,ì¬ë¬´ë§¤ì¶,Total," 1,796,599 ",100%," 1,789,469 "," 1,617,561 "," 1,607,340 "," 1,350,190 "," 1,344,351 "," 2,008,419 "," 1,833,548 "," 2,301,242 "," 1,771,111 "," 1,887,051 "," 1,841,779 "," 1,955,974 "," 1,955,065 "," 21,473,632 ",,,2520711,2224941,1811853
,ë§¤ì¶ì´ìµë¥ ,%,15.5%,87%,13.5%,16.0%,16.1%,14.0%,12.9%,10.5%,11.7%,12.7%,14.2%,14.6%,12.8%,10.3%,15.7%,13.5%,,,,,
,íê´ë¹,USD," 243,671 ",76%," 185,417 "," 181,125 "," 200,466 "," 177,386 "," 156,441 "," 151,311 "," 185,203 "," 202,508 "," 186,275 "," 185,166 "," 206,689 "," 206,310 "," 186,120 "," 2,225,001 ",,,,,
,ììì´ìµ,%," 106,351 ",51%," 53,804 "," 78,010 "," 58,688 "," 11,834 "," 16,639 "," 58,782 "," 29,088 "," 90,166 "," 65,628 "," 90,952 "," 29,445 ","-4,033 "," 120,452 "," 645,650 ",,,,,
,ììì´ìµë¥ ,USD,5.9%,49%,2.9%,4.8%,3.7%,0.9%,1.2%,2.9%,1.6%,3.9%,3.7%,4.8%,1.6%,-0.2%,6.2%,3.0%,,,,,
,ê²½ìì´ìµ,USD," 72,171 ",61%," 43,845 "," 60,979 "," 46,208 ","-15,663 "," 8,869 "," 54,516 "," 26,686 "," 86,422 "," 61,373 "," 80,038 "," 16,664 ","-15,499 "," 115,553 "," 526,145 ",,,,,
,ê²½ìì´ìµë¥ ,%,4.0%,58%,2.3%,3.8%,2.9%,-1.2%,0.7%,2.7%,1.5%,3.8%,3.5%,4.2%,0.9%,-0.8%,5.9%,2.5%,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,ë§¤ì¶ ë¬ì±ë¥ ,, - ,-,81.5%,107.0%,100.2%,122.0%,93.3%,91.6%,77.7%,93.1%,66.1%,67.1%,62.1%,70.3%,80.9%,81.5%,,,,,
,ììì´ìµ ë¬ì±ë¥ ,,-,-,37.3%,151.9%,96.4%,232.6%,39.8%,45.6%,19.1%,57.3%,35.4%,42.4%,8.2%,-8.5%,76.9%,37.3%,,,,,
,ê²½ìì´ìµ ë¬ì±ë¥ ,,-,-,38.9%,173.5%,107.6%,133.5%,51.4%,47.6%,19.8%,59.3%,36.4%,43.5%,8.4%,-8.8%,79.5%,38.9%,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,3. ëª©í ë¬ì±ë¥ ,,,,,,,,,,,,,,,,,,,,,,
,êµ¬ ë¶,,2020ë,ì ëëë¹,2021ë,,,,,,,,,,,,,,,,,,
,,,ìíê· ,ì¦ê°ì¨,ìíê· ,1ì,2ì,3ì,4ì,5ì,6ì,7ì,8ì,9ì,10ì,11ì,12ì,í©ê³,,,,,
,íë§¤ê¸ì¡,íì´ì´,4885%,-4781.3%,103%,160%,132%,193%,131%,129%,96%,120%,80%,80%,62%,84%,101%,103%,,,,,
,(USD),í ë¸,84%,5.5%,90%,87%,96%,86%,80%,92%,90%,105%,85%,88%,92%,79%,101%,90%,,,,,
,,í ë©,97%,25.6%,123%,125%,118%,108%,97%,123%,120%,149%,111%,102%,125%,106%,218%,123%,,,,,
,,ìë¦¬ë,91%,-4.5%,86%,79%,106%,92%,85%,75%,65%,100%,92%,77%,87%,86%,92%,86%,,,,,
,íë§¤ê¸ì¡,USD,338%,-256.8%,82%,107%,100%,122%,93%,92%,78%,93%,66%,67%,62%,70%,81%,82%,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
